20
977 921
176 329 239
575 400 -643
401 713 -203
464 280 904
939 126 -989
263 939 -599
182 262 641
732 788 341
926 892 -355
758 427 414
942 462 -857
675 309 -441
624 816 -462
659 853 922
191 908 888
790 20 42
95 211 -640
734 387 780
937 905 819
43 925 -795
90 83 891
487 563 -467
229 274 -528
432 260 -287
251 39 -520
200 70 128
229 764 -517
596 650 -905
203 606 215
155 524 -20
624 580 944
612 321 616
72 640 -3
406 857 528
733 519 745
569 763 -142
838 79 -702
88 500 -292
418 580 -881
357 341 152
307 393 -777
618 701 991
361 286 -682
449 807 -230
771 164 -772
214 69 195
680 273 -494
387 90 420
4 200 350
109 242 659
34 503 -430
57 866 641
343 789 257
551 211 848
806 609 657
344 851 -341
809 426 230
804 619 -650
70 194 764
89 236 -854
127 89 610
32 868 971
878 384 -369
134 626 436
550 650 357
291 245 277
117 593 429
293 286 -299
797 631 -715
114 289 -633
112 743 608
195 603 -479
643 122 462
721 550 878
242 368 484
945 36 -208
559 904 -759
90 690 -103
733 394 -350
810 808 -192
200 493 -361
148 871 -590
174 194 664
148 416 224
691 783 -334
652 634 -141
450 451 -411
267 857 928
401 662 73
805 137 673
151 384 -570
283 232 -8
818 207 703
842 314 -346
273 394 -627
701 620 -580
16 207 919
481 796 812
888 734 803
54 473 -147
605 697 -648
288 756 736
581 940 186
706 80 275
210 840 144
862 113 -925
503 513 708
343 875 -893
489 578 223
112 392 77
503 304 -500
863 614 214
520 634 -982
784 250 -80
526 191 -93
230 269 -96
760 175 -502
333 463 372
78 800 755
611 583 -388
186 93 -641
325 360 415
38 328 855
592 725 359
140 309 490
931 937 29
609 231 -619
6 773 -705
680 362 785
105 629 58
887 59 896
847 510 -684
252 113 518
292 935 142
17 667 533
727 277 751
436 712 -828
290 814 852
66 243 -450
228 390 737
834 326 -455
867 271 -674
481 641 388
472 442 -419
220 349 697
41 694 -648
905 280 -234
242 33 -908
17 114 521
167 689 -604
18 613 14
464 343 997
562 526 598
614 284 59
575 529 -672
882 689 916
123 570 813
161 190 -94
409 66 868
906 542 688
443 384 -371
553 177 -912
675 876 821
37 695 853
714 388 -898
880 658 -62
86 863 973
728 597 -959
99 756 -450
884 374 922
536 519 -752
170 693 -785
563 661 -9
207 46 899
298 709 -782
553 919 -353
128 443 52
287 774 -785
37 455 740
426 19 742
196 511 448
445 576 842
641 932 -501
364 559 -530
398 159 789
242 227 697
59 185 868
131 230 -183
276 156 -812
839 75 463
356 855 -429
40 895 241
652 730 -258
797 18 -907
733 430 -649
279 334 -34
938 329 -979
815 224 -466
318 297 -510
71 184 -999
192 306 173
789 147 881
24 280 -82
557 493 -977
36 48 214
225 344 717
934 672 -241
692 461 403
218 444 -469
236 541 704
410 891 786
602 817 293
131 29 801
872 282 401
668 96 -904
268 726 -702
480 819 -3
783 826 -533
914 640 -308
821 610 -325
148 422 968
751 243 -567
381 71 934
579 747 672
609 552 -911
719 610 644
774 329 139
207 803 -685
573 758 491
116 576 -71
162 247 -951
502 268 -514
562 869 584
56 736 -554
838 426 -497
797 551 937
938 580 190
629 194 -40
310 183 900
341 619 -572
768 281 -371
871 779 215
788 807 955
361 522 461
817 7 792
591 687 691
663 737 -896
243 277 -760
246 559 333
1 389 931
167 862 798
392 400 486
927 381 -666
327 480 947
122 470 187
866 565 433
130 494 138
392 119 647
613 150 -646
53 343 657
178 35 995
643 436 -868
305 552 283
466 513 -389
585 619 -412
413 525 -974
291 827 -431
733 174 591
824 293 317
755 617 -266
67 208 616
329 501 122
356 358 807
425 740 -322
374 62 87
763 395 744
930 929 48
409 31 226
205 764 844
906 193 645
529 572 -628
683 878 633
197 271 817
885 763 998
869 100 48
181 748 813
322 858 -41
357 145 809
4 627 -747
541 291 -637
426 265 -472
443 126 635
483 406 820
291 194 -274
274 77 -926
399 223 487
499 731 -902
882 304 -425
268 194 400
746 754 -719
789 380 51
81 47 93
743 63 164
432 777 -728
921 146 927
305 614 534
120 217 646
851 793 -478
347 329 -397
557 317 457
234 18 831
16 355 -169
490 214 -993
550 487 697
405 42 -112
483 137 836
420 10 251
179 579 -167
375 51 -211
824 469 106
600 839 5
850 828 -893
504 864 -129
796 61 295
48 264 -246
708 622 -411
183 308 402
607 22 180
454 558 867
663 127 -379
292 688 -902
938 186 -532
827 404 898
828 761 504
781 115 561
419 744 757
509 739 240
351 733 9
827 485 545
769 111 194
584 856 -104
808 171 377
439 809 407
779 708 375
265 201 -441
585 268 74
579 591 -770
666 151 225
937 1 -295
264 393 46
298 871 -894
594 209 273
829 366 -36
9 574 -848
229 430 333
578 349 395
345 853 -795
22 195 185
149 792 -970
910 749 728
741 347 -666
449 539 628
937 660 276
172 80 951
313 506 -699
206 271 -168
75 482 -360
205 88 863
901 427 -85
803 723 -235
104 232 -723
331 790 56
463 497 -994
540 528 -66
626 822 -400
374 701 517
604 99 118
384 377 -842
607 216 305
710 405 -902
200 143 -740
117 53 -824
707 259 289
439 385 -148
23 580 524
587 901 823
100 612 305
315 695 130
181 483 999
746 816 926
390 331 551
117 272 632
762 528 -656
767 228 -422
904 811 -651
505 454 450
690 757 919
763 424 -812
735 841 633
888 7 -973
657 467 -661
291 254 -577
660 318 614
542 471 -704
176 670 -887
864 742 931
867 426 735
306 797 -844
163 278 224
487 384 -703
562 358 540
133 764 698
171 289 937
174 704 -595
832 327 -463
519 257 -875
704 65 155
935 547 489
295 264 -73
172 926 -449
245 858 457
128 222 -647
332 576 -360
727 403 -938
172 883 981
173 932 -248
314 50 332
243 929 -61
95 369 -528
299 226 713
389 881 579
194 882 -336
731 254 230
453 723 -419
501 579 207
714 680 949
596 791 -892
333 926 693
162 318 -849
513 390 -378
121 11 -542
78 668 161
865 882 -622
637 549 -344
566 596 -699
788 83 381
777 23 569
911 385 595
591 722 241
194 590 385
806 382 630
650 789 -963
591 317 -703
585 537 364
791 154 -353
343 620 810
40 540 -758
554 739 -782
373 282 801
359 140 -137
142 795 -538
22 681 -210
246 195 43
48 286 -13
202 119 -275
616 776 -320
685 912 -862
92 625 -799
278 361 -384
51 52 -925
155 704 790
880 791 -133
468 615 -534
7 255 268
14 832 154
220 826 -601
855 945 274
441 10 501
606 289 -731
779 255 -341
574 528 801
119 144 877
36 905 975
786 266 -750
215 433 663
884 3 -284
711 555 491
863 784 945
334 87 654
308 854 -455
617 798 -77
175 626 -270
207 852 -894
928 589 531
681 945 594
818 310 557
455 472 -68
589 762 772
370 344 590
402 210 27
19 10 553
757 195 -999
155 907 -48
327 124 959
721 273 -613
552 151 921
53 841 -239
613 526 210
524 848 -406
667 189 433
198 251 -22
860 803 -538
360 308 316
685 537 203
83 875 -500
578 235 -903
454 417 989
30 415 152
92 86 757
290 153 -121
816 207 -964
178 580 15
39 177 656
75 206 -106
294 18 -560
437 195 671
342 638 704
34 252 -268
54 872 206
815 710 643
773 113 607
482 815 209
817 891 288
490 285 -680
475 431 965
110 742 774
128 569 -518
417 354 -740
561 313 554
577 679 841
841 788 -929
882 24 -718
616 557 -641
924 517 -775
409 637 386
305 792 -716
940 275 38
770 788 386
874 716 923
36 937 -942
660 247 -553
624 820 -873
251 696 265
394 39 287
297 265 383
427 62 -101
725 148 262
755 327 518
71 545 705
173 445 -496
723 157 681
106 802 -941
84 729 914
722 775 189
84 203 350
562 388 231
143 906 609
315 600 86
722 127 976
88 799 605
907 373 -268
214 384 -810
20 218 533
579 781 -353
175 93 -91
719 373 -255
387 355 30
445 750 -542
890 884 -689
624 163 -263
599 134 -976
654 187 425
872 910 166
321 738 -34
501 252 -909
368 652 -128
248 45 -886
874 283 170
276 231 -459
413 364 -713
255 582 -898
45 675 -918
532 642 -211
573 267 936
32 848 -999
233 405 -536
290 912 886
670 398 -862
698 417 -190
44 5 -908
455 782 319
222 484 48
927 341 478
767 94 82
238 835 -94
244 827 -697
663 634 -191
458 430 -179
692 633 -563
467 593 -409
835 666 -164
395 442 390
507 923 -493
896 859 133
363 473 986
756 516 999
24 943 279
264 251 -149
6 441 -147
274 515 168
66 139 623
922 666 327
364 864 901
24 884 684
364 110 295
291 33 843
428 438 -759
610 821 -268
804 134 -48
243 709 389
199 135 -467
373 827 16
186 663 -206
626 476 824
451 582 -346
415 567 949
879 629 -191
192 374 -141
903 111 -853
456 148 92
422 600 242
232 479 792
567 91 -589
720 836 518
188 869 441
418 109 -433
930 237 96
218 543 -558
278 654 765
50 55 317
530 525 -824
208 796 -164
574 368 275
865 908 -175
320 165 -528
206 587 -613
449 346 -778
542 904 -979
215 711 -702
220 138 -281
659 322 -516
364 324 418
16 179 -986
584 372 -213
164 142 -420
681 447 329
517 516 773
169 547 -511
684 755 363
61 60 942
69 719 132
932 28 -463
580 290 865
437 425 404
410 795 -286
268 23 -762
601 583 185
573 552 -425
521 554 592
118 388 -110
570 890 -97
197 277 250
922 826
587 703 -148
669 914 -420
727 309 -871
806 652 549
763 897 -912
18 309 486
453 189 248
258 66 912
134 137 498
451 171 654
215 427 -96
163 731 -925
756 393 -787
666 525 759
821 693 -390
432 245 -146
76 618 -84
902 630 510
761 244 -948
869 134 -136
136 130 536
169 268 -975
378 705 -56
32 177 -332
440 842 596
578 456 -676
415 56 -391
857 707 412
433 620 -19
758 352 472
99 148 -640
355 611 770
5 621 -712
855 277 -924
599 616 194
543 772 -771
179 257 957
220 484 605
41 399 -982
327 25 469
479 675 -754
206 393 -92
634 719 -780
367 757 -512
54 482 986
825 302 -569
872 101 437
790 763 339
652 229 981
27 916 358
882 534 -552
566 243 -786
715 224 -740
119 118 -545
205 676 691
228 120 572
846 789 -987
340 85 849
500 622 913
37 83 -984
852 405 -777
119 435 -770
850 12 -341
733 874 684
304 193 -697
721 400 -452
325 162 336
560 401 685
786 721 -946
71 708 950
27 497 -261
251 707 520
444 161 -972
637 432 732
858 756 694
237 185 667
873 384 -866
502 386 44
359 118 -676
478 610 642
116 184 -161
600 915 791
166 634 749
917 307 -156
117 910 198
328 396 808
732 191 -598
287 623 -42
882 570 -923
338 869 -754
564 441 -119
595 912 -136
154 46 -235
114 340 5
490 637 800
456 492 349
779 686 -42
113 411 -49
676 871 148
117 95 -535
329 910 368
640 350 -177
190 223 708
741 785 666
630 789 275
834 645 -285
561 462 762
52 287 -481
747 519 206
255 815 216
512 806 -491
249 46 440
656 543 -801
554 698 -229
102 278 -896
152 719 123
365 476 494
18 556 -334
260 922 914
869 219 -323
343 596 268
412 11 930
530 324 204
874 684 742
882 27 586
881 734 641
333 464 164
390 324 -805
907 515 -479
141 226 -13
297 293 -333
858 380 -317
903 715 -635
631 612 812
652 571 467
545 288 -890
310 895 311
557 150 -654
194 111 -751
520 38 -931
445 882 -489
912 432 963
815 844 -621
482 543 -894
303 892 -15
299 168 -217
776 571 -650
762 733 195
714 135 666
157 407 -624
783 481 -180
454 359 588
470 260 -657
734 627 -967
657 676 313
510 164 -743
432 890 -581
481 451 -527
348 569 -735
721 252 431
1 541 -646
650 585 795
278 427 577
750 351 311
618 212 892
298 694 -597
43 768 33
702 854 861
440 914 -163
84 9 -611
335 877 502
815 338 -675
761 48 -252
625 254 585
695 162 533
799 639 -797
534 907 -586
318 705 -854
3 856 667
745 826 -910
52 831 -498
561 551 930
423 237 40
136 256 213
411 326 -481
639 614 -988
284 181 156
469 907 -871
294 799 -822
473 695 383
903 907 -90
698 731 -289
840 687 -427
13 19 -815
642 652 198
609 288 816
530 485 492
162 466 19
198 821 -662
661 813 530
245 297 356
258 695 920
561 636 392
80 186 -579
427 592 -370
442 649 68
315 211 -966
61 801 -651
356 12 -59
204 331 152
19 161 528
700 554 -529
894 539 -688
877 297 -6
297 230 146
684 195 -125
696 859 991
288 175 -444
639 194 51
524 315 801
125 74 -88
692 84 149
240 800 966
562 524 -157
162 117 806
159 685 664
17 592 -948
590 304 -660
244 877 484
340 197 -528
421 716 701
7 624 125
438 880 337
433 107 779
433 127 -861
539 761 -420
302 62 -975
687 595 691
247 195 -656
849 865 -125
75 39 -166
138 904 972
812 905 -565
612 763 935
203 176 45
411 252 -697
669 187 -654
388 332 881
834 586 -867
503 665 -158
873 443 -783
401 878 976
565 189 770
90 500 280
482 559 -557
218 76 -977
346 519 -392
286 785 -211
495 845 609
95 692 -213
406 905 219
614 437 -2
455 875 -629
313 706 -132
589 526 -260
675 461 435
267 516 419
877 897 975
531 550 533
190 136 -19
252 242 -545
98 815 -368
520 43 -419
559 639 725
840 510 549
120 551 -7
176 520 -241
694 740 673
828 405 -859
457 148 891
903 542 59
190 120 -795
838 741 -380
568 580 898
505 866 139
890 297 10
524 160 245
409 90 93
60 457 418
636 201 134
82 723 -612
268 571 321
519 654 103
855 329 672
108 860 901
594 722 483
566 477 206
248 307 669
378 568 -911
671 655 813
787 414 -776
220 20 -471
520 151 369
473 629 918
720 158 212
205 365 -550
657 74 -634
426 381 -850
543 676 -770
673 137 -675
402 449 774
126 390 104
443 841 -967
673 826 292
605 415 -252
186 541 -369
395 448 -217
393 654 135
613 161 -253
705 133 768
396 759 686
370 147 741
707 777 -457
4 621 -426
778 77 -106
686 251 12
759 521 723
557 398 -521
430 844 590
15 506 496
140 514 245
911 164 -257
90 402 193
740 319 -541
524 720 -676
538 905 715
733 752 845
184 144 434
427 492 921
486 648 -383
759 767 -10
230 565 -709
3 220 -106
267 410 -945
520 484 506
763 443 49
742 882 -311
838 829 -262
615 252 138
27 543 -588
758 498 -712
786 461 -460
399 367 -951
110 776 523
456 774 -148
640 6 883
25 314 -240
115 868 224
236 303 -169
733 544 -761
413 288 782
776 464 -262
892 746 793
36 199 -511
377 917 372
656 562 445
910 637 -653
864 636 937
846 96 389
72 918 -929
280 200 330
326 411 -960
144 59 -115
329 252 -928
553 688 455
266 250 -22
545 803 968
217 75 -646
285 246 -994
356 913 -282
102 891 -775
269 905 322
899 838 -376
70 725 258
770 476 -729
29 150 -228
789 542 -623
415 862 197
53 505 480
803 681 195
221 755 -783
338 678 -599
873 848 609
768 299 -269
464 32 -866
216 877 731
796 180 -437
723 884 263
353 870 -563
817 293 530
176 830 -893
74 463 741
422 834 880
151 547 -95
853 781 -886
849 137 671
564 696 -400
501 72 -296
12 856 568
49 840 768
23 140 -823
108 912 869
134 776 820
745 315 -588
346 441 287
480 210 991
399 324 -1
609 586 740
740 62 -8
600 67 -346
65 733 -311
893 233 -731
81 421 782
216 117 693
757 692 -758
341 238 -345
453 9 -165
493 835 367
624 651 879
771 452 -490
917 755 -986
123 346 -979
734 758 14
160 876 792
782 881 859
280 608 512
863 557 -487
918 475 -116
376 850 -848
114 768 466
750 844 -373
757 68 703
326 830 105
839 78 -78
574 74 -5
136 523 -935
749 23 -853
373 72 991
461 191 123
748 578 -67
604 318 806
237 265 -805
794 459 -752
106 613 -543
100 604 -51
693 493 -684
672 799 -3
334 188 -153
188 428 -648
112 83 155
510 691 717
171 467 -723
614 570 200
304 1 772
142 506 61
690 32 -581
252 459 18
533 253 -110
287 422 245
77 76 -953
29 424 -73
633 149 430
77 5 316
570 638 258
403 482 -432
734 354 -863
259 680 741
351 767 258
462 423 29
405 537 749
883 157 -722
7 242 -245
22 258 785
525 96 958
865 609 39
628 274 543
278 440 999
662 256 -780
797 635 -71
66 472 370
92 670 -945
43 369 -910
785 377 941
90 508 -253
833 609 472
122 790 199
97 794 925
658 538 -207
159 456 -43
548 448 -796
421 300 795
184 51 -945
578 222 123
729 784 495
584 330 667
227 879 -998
488 774 555
33 425 -204
406 2 -757
91 154 -664
60 514 320
89 609 -966
78 630 -95
236 589 286
192 473 -171
92 630 -703
809 581 705
866 769 995
866 64 925
110 829 288
546 214 290
579 377 -725
458 621 667
270 120 776
163 11 54
859 155 72
241 689 -432
894 223 -309
392 352 338
334 904 -639
519 440 -5
139 681 -533
390 809 -247
433 73 19
638 136 -922
450 331 -511
493 228 637
688 88 588
762 865 448
169 451 717
231 856 -413
184 652 -715
253 344 108
726 293 -747
462 776 635
563 164 356
876 481 594
236 533 596
488 587 208
844 482 893
326 74 676
309 107 242
535 44 368
541 639 -486
429 571 -782
389 160 670
533 181 174
51 643 -777
407 416 961
453 820 139
391 694 273
651 280 -695
565 901 -255
32 218 885
815 334 406
898 910 -907
414 626 2
201 733 687
404 891 -709
906 902 -952
155 183 -36
705 621 -108
686 105 181
360 17 557
361 597 -642
514 669 978
441 819 600
826 270 -446
47 744 272
866 476 -969
229 316 855
185 159 217
226 433 -921
865 763 735
28 457 -813
636 397 -971
595 319 -719
758 308 -20
548 655 -593
122 80 -419
459 751 910
481 864 -189
327 342 452
146 903 292
149 654 -421
828 248 729
141 161 805
379 108 934
221 557 646
83 702 255
461 394 -515
284 422 73
891 355 775
369 15 153
522 484 -974
758 268 -409
807 138 -472
591 383 -723
526 132 -876
593 676 -764
207 212 -506
483 388 79
838 411 -142
84 755 831
200 478 -19
632 676 109
235 470 843
839 804 772
66 600 -353
226 234 364
862 407 249
868 642 830
630 365 -671
573 576 -176
281 874 139
255 537 666
796 254 558
870 29 130
491 660 -937
702 689 -373
912 861 4
218 582 -920
115 836 -671
683 710 887
710 817 363
359 256 132
126 763 872
55 606 -698
402 687 393
600 896 -456
787 439 -458
72 461 -954
724 159 -373
596 340 644
252 207 -460
668 135 -463
288 74 -95
494 752 -946
295 872 -614
499 474 -225
4 897 373
161 377 -983
325 727 44
184 190 777
332 172 -687
361 836 826
734 917 -729
118 420 388
139 297 815
531 758 632
608 49 893
30 274 286
328 807 -665
87 25 142
853 881 481
149 833 7
230 266 -394
234 57 94
421 291 -922
222 518 831
289 691 -140
185 342 -626
109 528 -513
209 453 -107
419 270 -706
578 266 522
393 269 -382
46 920 -420
274 518 580
422 280 928
766 296 964
844 872 -633
564 882 382
764 475 965
848 171 -308
655 368 321
395 93 -736
678 899 -30
62 816 -482
631 663 660
582 542 -569
322 301 -784
119 142 -16
470 832 -311
264 116 -428
118 299 -891
354 348 898
736 16 -933
19 509 431
698 512 -744
736 906 945
549 688 481
788 287 -271
228 427 485
756 245 844
170 668 67
775 770 849
245 674 -926
315 184 544
922 363 -441
294 652 908
33 75 696
532 6 -332
48 472 659
538 204 243
878 390 -35
243 419 382
839 441 -409
536 678 798
364 822 -567
710 878 -451
452 122 -188
839 465 -621
229 124 -758
429 733 181
110 729 -438
538 606 -154
618 918 875
838 186 380
210 714 -788
157 650 978
66 556 908
705 264 716
710 90 474
494 336 -716
652 545 687
231 428 881
875 56 -657
886 320 761
484 750 -299
876 434 -948
222 573 116
237 599 -1000
90 249 -122
228 651 282
514 312 -114
781 843 444
188 392 474
522 122 801
616 511 712
233 63 -668
420 355 -309
370 402 -294
434 576 -580
143 843 -489
826 271 876
862 546 436
514 158 -34
479 455 500
221 625 -799
377 36 -788
110 131 -922
104 427 -950
101 783 -605
580 628 -995
675 447 -908
514 357 -838
122 389 741
106 219 562
289 647 -857
193 874 314
63 139 -532
385 326 -745
756 796 421
3 424 -136
669 746 552
544 54 -4
111 304 -545
610 894 -978
817 856 965
771 106 -220
743 321 751
46 76 -457
138 183 366
302 794 129
91 400 547
384 677 -802
262 252 10
88 373 -29
708 886 -808
576 441 872
708 760 900
448 685 226
423 775 693
698 12 -21
495 834 -586
791 616 218
150 50 -293
748 650 534
43 618 205
852 416 625
157 871 -471
188 589 -739
857 486 101
852 68 619
592 502 838
377 507 7
267 281 232
26 570 -112
145 672 726
767 636 -398
251 873 -905
496 97 -740
877 268 873
202 584 431
830 654 -299
94 45 -858
224 493 -885
151 204 861
5 786 -587
311 341 -100
467 862 633
527 21 190
775 225 -749
627 776 -329
549 205 -17
889 984
675 759 603
480 547 -502
735 90 65
544 83 276
759 677 -565
669 550 756
601 277 -65
834 870 838
866 478 -46
528 727 634
455 126 750
114 380 -606
234 447 -430
72 667 -444
573 792 -98
650 887 95
850 613 -9
819 871 -992
621 373 187
434 753 -537
562 723 -773
857 40 278
6 10 502
128 493 718
82 748 816
369 46 82
792 717 625
558 213 477
666 362 -983
105 348 -98
632 652 -331
129 389 408
488 797 672
632 417 410
433 439 913
560 500 -816
612 8 -824
535 18 -166
785 353 -373
534 131 360
601 467 -959
405 265 -31
680 420 463
579 656 -597
33 556 -756
646 102 -934
444 107 -535
574 827 302
837 641 -649
93 283 771
373 545 -375
747 335 438
767 26 -876
813 72 137
515 407 -589
136 363 953
377 439 922
279 609 444
397 249 900
767 363 -731
433 847 348
365 428 -972
864 428 -198
557 676 992
135 131 -916
409 468 -572
224 679 -854
228 150 602
439 500 -726
579 632 -607
703 84 32
552 534 -151
70 313 49
209 752 210
397 151 360
834 79 -245
388 865 -947
156 360 -333
616 721 341
53 135 851
279 121 880
33 366 -596
64 269 475
882 669 495
839 8 623
317 465 239
744 584 -216
399 417 -38
483 286 -945
461 319 -697
754 769 -269
583 171 -137
608 330 75
87 370 526
634 280 -8
445 727 -5
97 12 325
232 806 516
624 277 868
127 173 -820
828 818 656
380 289 872
424 325 198
379 753 375
658 635 830
411 242 560
78 453 -642
191 603 -990
18 54 737
792 848 -398
340 874 -401
624 295 -839
731 269 829
144 833 -371
780 768 343
239 495 -406
263 742 587
50 230 -198
205 495 -647
882 247 51
886 456 -365
58 871 -608
29 466 530
759 350 -489
267 312 332
568 413 655
676 229 264
630 278 328
115 677 233
389 755 211
511 373 -680
818 95 926
855 875 899
759 248 -629
783 392 -710
55 834 -740
390 800 80
499 845 -597
481 884 169
231 739 723
93 166 77
556 687 -837
793 826 -256
356 771 921
297 21 -139
212 704 -959
579 86 -129
406 48 -498
385 441 196
264 586 -875
434 227 799
459 336 594
87 318 -71
129 807 710
630 288 -453
596 113 579
762 10 504
478 566 -898
501 340 816
274 572 365
580 247 357
530 799 556
39 560 -142
841 462 244
388 303 -808
279 234 29
257 551 293
229 730 -464
670 412 -25
170 782 -751
878 312 -275
548 285 867
383 505 210
413 385 -914
154 488 512
117 659 -703
752 425 -135
259 64 265
233 148 378
419 339 481
753 222 -871
312 730 -268
586 120 244
670 322 968
145 487 119
218 14 964
697 869 564
364 159 779
490 849 649
645 823 51
813 255 664
643 189 205
344 619 -315
103 795 792
154 839 212
602 491 -402
827 68 -619
425 834 270
223 678 -2
344 351 861
535 430 -662
321 645 -782
693 802 -820
772 110 828
872 2 -509
717 497 -700
638 586 192
736 775 928
611 22 666
229 632 280
117 182 -984
317 252 -35
354 424 -616
402 731 -464
4 775 607
627 737 -867
220 857 670
362 68 198
879 493 -416
241 554 980
396 125 428
709 565 -887
675 338 285
561 166 740
611 620 568
78 728 831
595 383 -118
348 678 229
692 460 -325
717 439 506
26 9 -674
697 87 905
509 161 -739
668 888 68
591 810 -272
609 414 695
154 600 -756
650 416 298
97 443 -519
739 487 -968
27 305 -212
861 784 -926
402 68 -571
675 697 -314
329 632 -372
833 319 686
422 494 24
768 811 -837
529 481 -738
884 111 -183
468 694 -740
95 157 131
565 246 491
849 549 -945
657 848 -822
730 883 -189
293 807 -950
746 632 -687
433 224 265
735 49 -660
784 658 -29
409 399 822
509 157 -166
66 636 531
802 869 -211
407 839 -937
54 235 532
461 90 -197
796 37 979
88 461 766
582 562 -140
504 533 290
283 650 529
429 282 -16
424 180 360
479 364 218
796 340 -786
441 596 -218
413 788 54
409 499 286
524 657 -458
50 48 446
709 713 -666
205 282 886
322 783 -119
235 288 632
360 635 -483
51 428 64
431 750 -221
434 366 165
48 759 -497
477 348 55
142 484 956
661 539 972
703 222 998
506 65 -809
410 292 716
875 530 749
269 373 -1
151 414 -946
747 100 463
729 199 -965
222 149 -375
478 219 206
123 270 790
683 806 -171
388 375 -261
740 459 -647
816 264 990
125 602 -964
253 53 -287
410 361 -595
798 784 500
655 137 932
736 708 357
217 680 -794
854 361 548
169 92 723
707 699 541
76 267 253
427 881 -571
753 710 709
452 418 -398
242 277 -908
431 306 812
161 517 -516
93 14 973
584 844 608
338 829 -496
38 2 -450
132 120 619
103 36 -995
321 396 314
427 664 -525
224 705 -786
688 742 -759
806 310 358
460 731 -74
762 30 41
759 73 -170
346 194 -497
368 511 997
481 396 60
24 642 631
831 515 206
860 588 -362
188 621 960
776 268 506
838 489 788
31 461 850
147 429 -904
16 781 158
46 491 -720
801 643 417
796 455 791
838 523 -883
882 129 996
324 773 -242
130 1 -435
250 866 -686
90 17 -227
148 127 599
412 453 -73
719 460 848
613 230 -93
387 762 44
482 432 909
666 607 53
118 723 -518
585 326 -540
19 661 -720
548 186 182
360 769 294
415 474 -477
301 308 -527
6 526 570
668 214 540
307 497 -914
883 542 -786
469 429 -196
710 424 722
304 732 -600
719 353 478
381 233 -31
131 601 348
481 842 -46
84 556 325
387 368 -612
180 691 -786
183 814 877
694 175 -222
202 862 -182
777 131 -874
151 887 958
609 536 593
823 726 768
441 663 104
864 44 661
538 542 410
144 190 222
597 345 -739
394 558 -872
151 110 -212
805 27 -537
338 153 -870
212 242 77
121 291 624
157 825 -459
363 350 786
276 118 -376
64 808 530
189 200 983
275 91 989
885 417 20
643 508 30
594 332 -360
598 887 153
327 650 870
249 198 742
78 41 7
212 876 119
278 318 948
251 492 551
825 808 -815
758 38 870
91 679 -630
210 211 837
233 866 199
54 547 326
319 270 -906
393 353 365
836 306 -956
539 220 556
81 837 -870
655 553 704
795 238 -732
73 334 -443
146 352 963
753 664 -799
538 569 -305
468 853 -744
264 270 758
781 790 -219
210 524 949
593 632 985
37 612 69
258 37 -312
151 588 567
782 874 -979
49 97 33
66 811 610
392 111 355
6 7 -393
71 168 941
390 73 -126
409 851 -367
736 212 -934
158 267 -810
477 213 406
265 786 307
741 174 -20
10 291 -980
315 445 540
695 48 481
316 161 664
833 697 715
386 612 -539
725 727 -367
408 450 -414
885 143 -471
732 833 228
284 407 780
46 431 731
353 407 -491
132 462 -836
133 423 -196
459 531 424
491 464 -523
327 454 439
205 710 218
350 800 -184
16 309 779
764 846 421
178 99 -321
135 784 143
124 105 -43
379 324 -365
696 47 -242
636 866 -655
349 114 -732
155 350 322
744 664 -169
337 698 -953
844 602 144
700 400 88
820 347 304
52 100 -425
783 582 861
272 232 807
85 454 987
641 735 513
564 567 -750
1 371 -448
84 107 -206
124 622 -942
678 644 805
362 257 256
12 17 -157
835 760 -551
416 46 974
612 750 -101
412 719 -708
619 162 -426
592 59 -676
516 769 -789
871 525 -391
232 735 438
721 6 789
404 585 940
403 695 -295
816 535 790
43 838 433
309 385 -18
593 635 -680
334 547 -35
788 619 -755
508 594 885
643 411 -255
655 529 -596
338 434 157
600 762 -47
673 182 -104
728 624 74
569 295 657
297 846 862
420 305 -45
836 533 960
692 624 598
400 469 -267
73 692 -788
654 346 406
374 390 -525
757 755 668
577 656 -457
494 524 -182
222 529 -40
49 464 251
224 580 116
810 363 970
507 401 -141
468 526 -366
135 38 424
84 828 -411
784 185 679
242 664 470
153 497 233
177 153 656
187 312 937
593 173 677
41 380 -794
888 692 75
426 818 399
299 620 311
697 178 170
469 485 400
873 312 -62
244 498 387
683 805 287
262 858 767
132 811 -848
641 40 935
868 196 -987
124 531 -596
529 371 826
380 842 46
112 145 -128
320 427 -197
232 570 974
194 517 681
347 559 -51
497 457 -530
662 782 366
267 264 2
776 483 183
192 109 943
817 727 521
675 823 -491
391 2 313
278 582 21
524 487 -497
74 869 803
184 96 996
317 112 -340
690 824 517
715 439 634
825 163 -294
775 636 860
443 143 -849
287 871 112
796 150 673
466 571 -853
281 38 98
633 481 -815
36 322 766
687 610 630
288 526 542
889 312 812
447 601 -858
241 71 -306
317 476 689
326 780 -450
729 571 -688
516 444 -130
685 331 3
245 706 -973
547 789 726
258 520 -919
18 314 434
650 518 797
179 200 808
687 151 334
44 721 -703
733 857 -313
672 473 336
761 421 -21
668 267 912
357 739 -605
204 796 504
574 206 666
163 247 -385
656 660 762
293 856 785
765 273 -661
323 882 -230
120 786 -459
177 562 -621
648 631 -662
724 369 712
626 54 -410
482 102 264
816 656 929
570 150 -996
521 756 594
649 386 941
581 326 722
