9029 27641
167 6539 357
2550 6006 -927
2118 1534 526
1887 4431 -96
3808 5435 794
5928 8814 -44
1771 2585 816
3005 6239 -726
1319 5377 -569
6607 8567 562
4138 4280 345
3522 1012 -236
7367 2710 867
1674 3206 36
4533 6606 105
1129 4629 -2
1300 1059 788
3015 6545 -917
8740 7820 -337
8067 1423 -293
6926 1209 367
1283 1689 -99
5056 2127 942
182 7723 822
5270 5151 -519
5390 7081 271
5649 8939 -986
482 9026 -168
519 1927 -513
6663 4929 665
2146 1466 546
5376 6612 947
4579 6554 -36
3219 3187 -811
856 9 -95
3398 3088 71
3618 5117 -9
5881 109 574
406 6769 60
581 2283 -260
1034 5793 938
128 8210 69
61 446 -349
6932 2689 892
6741 8498 -677
5950 4328 204
475 5471 -310
8653 3638 -898
1740 7412 -718
319 2468 -473
8140 2489 -790
4537 4008 -401
3073 4553 946
2835 2510 328
885 2669 276
7071 6478 600
1252 4401 -643
437 7226 75
3081 3382 -449
1341 947 -349
6475 6144 -308
4607 4686 -808
2243 5477 -957
2032 7570 -171
1802 5199 498
8118 4615 -541
6876 5127 -674
4885 4579 -972
8004 1213 -85
2196 6158 864
914 3564 379
3238 2474 759
6012 176 534
3018 6602 284
8513 1893 -170
2075 936 -737
5964 4107 182
371 3672 189
6588 1762 807
958 2886 -725
3207 2933 780
5361 828 -763
8599 4667 -306
3459 2277 -333
995 8765 586
6289 7921 847
2703 1938 -21
2394 2074 -1000
6201 6777 -477
6510 7229 819
5859 2593 769
3711 2278 -946
610 708 -958
2046 125 -180
4124 8431 645
6734 5055 552
7587 5819 -330
2417 4345 695
7591 2697 -233
4615 1075 36
4565 5039 617
6983 810 691
2905 8097 224
1506 5429 359
3434 2456 439
1180 6671 943
4918 7821 246
2030 5196 506
1187 4731 664
5387 3336 -140
5105 6806 -69
8862 737 -579
5989 8769 -600
1968 8353 -63
8744 5227 516
2565 2361 114
5893 510 819
978 4847 162
5800 4359 56
1926 1949 283
8777 4808 -803
2601 2055 -467
7133 52 64
2176 1535 388
3078 3594 79
2957 9007 540
8470 1816 48
8565 4988 842
3359 7969 753
5070 4316 702
8165 8105 -240
510 4146 699
2205 6654 43
7699 4612 45
2143 2677 922
8764 8983 -791
8788 1092 -597
4640 207 -796
6333 3948 -14
4090 7632 -284
1705 1255 798
7480 5082 -400
501 1351 135
5068 6652 -168
4284 1175 -981
3075 8279 -27
2662 3140 -909
2925 5437 868
4277 2455 252
2572 2432 675
3157 4117 360
7583 4604 911
4314 1485 -738
4566 8092 -195
5665 3383 -768
6812 1854 429
2208 1903 -275
8029 3368 -252
5654 3421 369
5522 549 -116
1927 1510 -162
6904 8923 -461
3114 8328 -177
4632 2001 -645
4391 1129 -972
6335 8805 -190
6469 8689 161
6621 2240 -804
7585 2698 -343
7160 2678 -11
7447 5358 -907
8452 8778 -613
4742 7026 -572
5754 7944 -841
676 8214 -745
5741 867 451
2663 3180 611
2884 7545 454
3934 8922 -978
4951 4764 -518
3033 2836 624
5576 8664 -966
6736 7150 -373
6816 8880 966
6168 293 790
1432 1876 -237
5110 7375 823
5241 3205 -337
1264 2569 -536
8169 675 -284
7080 3006 221
4958 8204 -880
5821 2930 341
5194 6864 608
7261 7711 207
2385 8776 -103
4034 3837 679
606 5635 -854
9016 7461 -705
2941 7054 -510
759 1668 -259
3422 7124 244
5089 5008 -14
7408 1084 -178
1829 1897 -785
5717 750 597
2992 8836 -286
4318 4516 -156
8392 3660 918
4797 2082 -118
184 2920 -905
4464 6725 -325
5826 4847 469
1972 8481 95
6919 4060 -896
5024 7847 224
7608 8644 998
7305 3456 458
4990 2985 408
5823 396 173
7292 8642 887
944 527 -825
3189 8842 410
6097 7598 688
4213 8898 -769
8229 5672 247
1602 5645 533
8293 4528 103
2599 1217 -794
2117 6782 -847
6508 356 -325
7394 7771 592
8852 4567 544
638 8328 -496
3626 196 -272
6814 5966 20
1108 8730 635
2790 6823 -568
7221 8993 910
2063 8594 623
4830 6735 492
4991 5691 -118
2496 1989 -806
2866 6795 168
2343 7447 -954
354 6947 -199
6337 328 751
3966 8250 451
8156 124 148
3153 7008 660
3989 6569 240
8374 2309 -367
8097 8020 232
5335 658 -326
7523 6615 -514
3902 6641 533
8209 2024 -301
1255 7298 -704
5869 7392 868
7411 1643 566
1026 1865 -725
1127 7091 -311
727 4555 555
2248 4068 598
3246 3578 612
862 7181 425
8790 3186 92
126 2058 257
4997 5272 501
6720 3975 -896
5149 4512 -956
3125 5179 -218
6403 7110 -510
1133 4842 -565
7575 4031 789
8141 102 -54
8819 3229 754
7397 62 -184
1982 923 -560
6170 4613 289
8196 2838 769
1565 2765 694
5190 4617 519
7687 7564 796
882 7172 -358
2190 5694 -372
7809 1103 294
2645 6333 723
852 8327 131
8102 8133 3
2603 1071 119
2360 1363 -94
224 4369 -257
1437 3281 -440
482 7401 -886
217 1910 551
2778 5964 721
2502 5089 -750
6735 8886 971
3191 2027 -385
5359 5667 398
471 8736 -706
1226 7932 -757
5550 4153 991
7517 1609 -231
7530 2545 731
2080 5114 566
2034 5854 -182
7025 747 -914
4175 2248 -646
4890 5143 -432
2112 4250 478
4152 4406 -51
8049 3907 -758
4908 199 280
2035 1570 -763
1459 8783 197
8229 4131 -8
1540 5612 723
2888 7143 -714
1153 6079 -392
4461 2816 -370
2617 3562 -770
4643 1906 -26
3690 3320 -797
4186 1083 809
6515 809 -542
3308 8695 -374
6410 4604 -642
3858 5063 242
5083 2433 708
128 8137 -559
3321 4929 761
4649 3519 -132
7778 787 741
5046 1328 858
2548 4241 26
5009 2260 779
2958 2370 784
7765 380 540
1467 6341 -864
7937 4600 -234
7889 142 -969
2491 4802 -804
8947 1517 -176
4475 3297 -89
8945 493 43
1059 4125 200
4092 7918 933
8986 8645 -656
5332 2530 837
8297 8007 54
7469 1666 -436
1469 4382 756
5713 6322 267
2244 7446 251
8217 2378 -256
1478 5540 -16
4208 6082 -3
3892 2032 -486
7229 7093 287
2133 8201 -350
4952 2198 -137
8723 7778 -974
5106 2377 -24
4172 1122 -130
3407 8346 474
5022 2024 496
76 1603 -453
4515 931 -521
4218 3911 916
1511 582 -918
8122 6156 574
744 7062 -266
4274 300 688
6484 8158 831
6704 7018 -966
5227 2125 895
414 3564 -84
34 6549 -437
5120 5218 22
2448 4856 410
1107 4857 669
8095 3700 477
1997 2915 919
954 7153 -773
2521 4373 750
4827 8797 -845
2916 8777 651
8538 6936 19
5507 6582 -84
4251 5734 307
8144 495 -927
4802 4564 250
2171 8879 -620
1216 7260 -201
1872 4400 -964
6671 8675 492
3434 615 -450
676 7723 767
5767 6862 458
19 1287 -993
1957 4984 860
1369 8293 22
4083 5688 -225
3860 6487 876
5233 4369 965
4506 6211 711
813 7114 636
6922 4127 -894
8941 5371 -948
5582 7493 -796
2937 3051 81
1643 6912 -374
7850 4923 70
8634 7384 626
8378 1649 -8
7188 8331 967
4816 190 -687
253 2229 905
241 6769 119
4645 8791 -141
174 6570 -28
5633 9000 970
4541 7623 657
3057 3668 105
2605 6648 358
4784 6044 45
3341 3967 332
966 5259 145
8968 4945 -926
8814 4012 -236
1048 883 487
3489 3222 -449
2812 4429 -178
1976 741 -55
6533 5816 -416
4824 2121 144
6240 6515 -747
3137 4193 829
1048 3085 -18
2172 2663 397
7920 6571 551
7016 6207 -459
6309 5222 -962
8907 4117 429
4282 8490 680
6221 8382 461
738 1095 385
7950 8842 162
5773 1352 686
741 3940 971
7803 3312 607
6819 942 882
3527 4665 -99
2268 563 -367
5272 6244 648
8634 543 -70
5244 3176 730
3547 8519 -712
39 5679 192
1023 309 613
5877 1924 335
177 4863 -154
2059 4477 585
5775 5921 645
800 4323 567
3443 5343 137
3310 4400 666
9011 2164 792
6235 547 723
674 5277 570
2763 1335 475
324 2803 585
5677 2697 258
5892 6045 923
150 8650 -926
5351 1756 -285
3982 2268 -363
1613 5099 -451
1157 6767 -541
583 1126 81
1746 2726 -671
169 3818 156
7086 5267 -981
370 2539 -428
7154 2882 -331
180 6385 -175
2017 3900 325
6347 3152 80
5261 3762 81
616 8296 27
4689 1688 -7
5286 5161 379
6581 6918 -288
4649 1479 -878
7770 94 -520
4175 1671 398
8073 8215 -195
1546 1664 -47
8254 3154 -960
1965 455 236
5610 4836 664
6095 7077 -94
3652 3382 422
4489 7724 206
2106 5278 -864
1825 6034 580
3326 7252 835
1222 4289 -998
7002 3896 833
5263 3658 -984
2084 7896 -234
4029 2487 291
6395 5062 532
2701 8710 764
5230 7111 -159
6773 2835 -259
17 5607 -629
2391 1435 268
1867 5811 -391
7759 2822 887
4496 4899 160
8779 4314 -753
183 2308 236
3664 5153 -861
2182 915 -80
7162 517 -115
1460 7777 898
6376 5447 -401
5414 831 -972
3437 5118 -681
7142 8967 397
1540 6091 -45
8052 4167 -720
6912 1190 -924
3858 1352 532
7458 6340 -187
2241 1406 356
994 8359 765
569 1107 477
4032 662 -950
3698 6189 444
3988 725 179
2483 7981 192
1451 1535 -716
8744 6599 876
3035 3650 433
6965 1809 149
4218 5411 824
4593 7669 290
7382 1320 -665
7133 3931 -349
983 109 974
6327 4499 -999
701 3419 -415
6893 2678 -570
2853 5197 906
6728 8281 -23
7751 1349 938
3378 7656 -149
8086 3781 945
2921 236 780
7472 5692 -972
3935 5885 699
3573 7827 399
3617 8879 932
8282 1126 257
8870 2348 320
5885 185 -643
1804 6973 -577
101 7909 362
7862 1797 14
8366 5055 57
8556 1190 -507
6460 661 -340
1709 2162 150
7193 1462 -303
3902 3329 -667
5872 2743 512
7242 625 173
5109 8990 -524
1893 6238 -949
6149 8503 -572
407 3349 865
8704 3598 215
7266 5607 127
2782 9011 709
3616 4013 -30
6053 1925 -868
8522 7338 -631
8194 5831 863
5856 8307 550
3544 7991 87
5184 4830 -657
6216 86 616
8241 4840 -640
2604 191 96
5854 4655 454
8149 8501 -746
985 1287 722
3678 4673 -755
5567 2530 -256
6856 5906 -589
6460 714 876
3951 870 -670
6925 6490 -278
2207 1236 -141
8899 1104 -579
1005 3514 803
1849 5631 709
4156 1261 -11
5863 8001 -429
859 7192 189
3358 5685 706
7937 3187 332
1507 3456 927
6426 3698 -981
5968 7247 -638
5611 6127 428
5596 1279 -852
8722 129 467
3661 8577 345
8949 7688 -207
7739 3432 572
3902 5950 740
3503 7708 382
4272 7470 69
1062 6401 -943
5985 1570 -320
5481 4736 548
4140 339 789
1720 4043 440
490 1629 178
1936 4664 -295
8001 1213 -895
5500 3765 -479
1971 4868 -524
2494 4502 180
6902 7416 132
1460 8604 -453
9004 3675 -629
954 324 708
913 5708 -946
3808 6898 894
4430 1628 -459
6070 4073 582
97 253 -446
5734 8351 -521
915 7934 607
6586 2457 -431
5945 7937 74
4175 2869 -514
2826 3839 151
780 2212 -699
3341 4325 336
5347 3353 -133
3366 2884 -850
8704 7877 999
765 5021 -974
6196 2053 959
5809 5551 872
6308 2423 108
4588 6556 396
8021 2209 -785
6414 758 764
8971 6632 -138
1959 6515 109
807 6692 -492
3832 5307 -167
1963 3251 -159
3472 7992 -718
3453 5572 -495
5078 367 -685
1954 1594 182
4640 8081 -258
4463 6712 929
6970 6452 -46
6128 3842 520
3705 5647 -579
2851 7993 -331
6101 8536 695
7094 7454 179
2150 5490 -560
3889 280 90
4730 3981 -585
1205 1257 902
5737 5350 -134
3292 8406 -54
3036 1989 -580
6 3874 937
8947 196 -436
4926 6807 731
695 8719 628
6505 283 336
3027 7939 -988
1357 493 -994
5200 7497 -380
3739 5389 97
6380 8257 614
6652 1440 -756
6167 8940 -372
8467 2996 101
8080 8017 -32
6223 5136 -103
3923 3268 -397
4390 3996 860
6662 4780 302
3487 7267 248
674 248 -431
1783 2929 -640
2583 1544 -458
6674 2949 -486
3585 7428 -981
1337 3332 777
5697 8776 -545
8324 169 -792
1026 3771 461
3878 2244 45
2783 2890 761
6879 5165 255
3239 3879 -846
6917 7950 426
3837 3380 314
5342 331 577
3494 8403 -584
7381 5192 539
729 6656 -466
5645 4065 -721
6631 3275 290
1856 4624 472
493 2113 836
1727 8637 -640
6132 3258 -977
7736 5354 -345
3552 5830 940
23 8520 -324
8641 1985 -809
4222 2414 810
68 2447 82
6343 8936 386
7564 7896 615
2197 8954 -967
4181 1895 204
724 8614 -459
1670 6249 -510
2618 1773 -979
8185 3608 -494
4496 4464 912
7431 6253 -118
7120 2283 107
4551 6675 -882
5850 3900 -559
5356 667 -675
2080 8351 256
7966 8334 -32
2767 691 -889
8991 6828 -911
7482 3875 -937
7945 724 -608
4344 5668 -379
4076 6310 -380
751 4761 343
580 5587 -123
2859 5661 210
4800 2917 839
25 7489 812
1621 331 761
6208 7437 996
548 346 -397
6506 1292 722
3437 5893 800
3655 884 751
157 1512 -571
2283 7560 74
7637 5386 385
5834 4963 -986
6834 3107 -356
5011 3860 529
4759 8270 510
1000 4329 -602
8845 5415 118
7387 661 767
466 8451 53
7412 5382 -41
2272 5093 -300
8483 7405 -816
4631 3953 -580
7706 1840 -669
7746 1649 -76
155 2337 -257
2766 1324 347
264 6438 813
5977 2924 467
7747 5696 -398
3476 5003 745
786 6965 390
4107 1568 -133
2142 6436 -227
769 1103 -804
46 3405 792
4209 4928 -205
8832 8621 -429
3583 6903 -433
903 6909 931
1379 8788 -722
3876 7144 515
1555 2528 422
7749 6213 -532
195 1312 359
5666 8752 975
1468 500 -162
3916 5577 58
8118 5500 116
8962 3174 479
8831 6468 566
6285 4974 229
2948 5375 738
5717 5579 244
5373 2624 -772
8422 753 662
1490 2901 -384
6383 6484 -248
2619 8799 842
2084 6490 -536
2111 8793 738
5901 4472 556
5212 5149 -787
8968 6441 -210
2842 8299 -385
6381 5283 -58
5860 3321 984
5440 1421 659
4885 5133 248
23 8925 208
8202 1794 667
8131 2392 -890
7010 4388 794
5772 4069 832
772 8023 -727
381 3418 -466
2766 6972 -250
5067 3297 -898
8317 6978 91
5194 3892 -707
8928 7945 362
1621 7907 -485
569 152 -555
6704 5876 141
6581 32 -150
1865 8407 277
1727 7871 877
3178 7297 54
3082 83 78
675 1952 -335
6199 5635 152
8195 7451 854
4943 6414 -590
1808 1252 -174
3658 7516 806
2905 5567 893
381 2659 758
5168 7021 164
3271 1037 -70
2460 5258 422
7390 6261 -178
7572 8015 110
2412 6846 936
6704 6745 37
3550 8917 -793
1048 6202 -727
8440 940 576
8579 4114 -46
1477 2914 -319
5711 4318 -970
3670 3366 -300
5061 7991 155
1047 4644 469
4721 7069 -895
4608 7598 -678
3258 2234 -324
5882 6709 -184
1690 2938 595
5356 6281 966
7060 2730 36
6677 5062 -425
3968 8156 687
8644 2018 371
8762 8044 -707
8639 3232 -737
4873 732 -83
5952 4144 -513
6404 5743 794
5635 3535 -790
1259 95 -298
5326 1863 -949
3486 3179 -514
1102 7415 479
5417 3001 -475
3036 7857 963
8272 6831 -686
2889 6506 -690
8266 1641 596
8566 3518 402
6835 3490 54
1115 6896 -653
6658 3746 -930
2720 4566 748
3359 6440 867
6505 2010 159
6827 7475 -49
1458 7556 -715
8066 7175 811
7296 929 -947
2259 3384 779
5479 2671 -297
5127 4526 -282
8076 123 645
2529 7200 635
6978 5060 -558
6048 7132 58
1549 8177 -6
6797 4343 -954
4216 434 951
1987 8616 168
5509 7424 -856
1169 7674 -427
924 4735 571
6111 167 -652
1870 2206 -216
806 8212 263
5501 7697 -228
8863 647 -276
1217 8755 835
2298 4398 -278
3415 667 629
7678 1817 996
916 927 -257
2497 515 774
5631 8560 569
8032 1867 755
841 2038 -672
7480 7530 -654
3717 7226 -98
8243 5779 -531
7047 4674 -264
2217 1237 113
7136 7667 470
1981 418 -522
6651 1225 206
997 5215 261
1409 626 -360
4426 4181 977
1981 5468 -40
2794 3193 347
1089 5468 -198
4342 1306 -978
1673 2252 88
8047 8883 584
5752 4492 -555
8591 6709 254
1289 5047 -900
7448 8930 -966
2156 2231 22
5980 5085 826
1866 6835 -996
5415 672 524
2122 3655 -828
4545 3752 151
3443 2567 198
5057 865 595
6854 313 -370
6508 6846 999
1168 3619 906
3957 7681 -179
476 1176 -916
1410 787 -104
1099 6096 840
6910 6199 -201
4454 6348 296
3825 7840 -675
1086 8769 588
3166 8892 -843
1839 1581 -547
4147 5424 343
6909 8369 844
5916 5123 913
4840 7333 713
6864 3436 916
3968 1955 -912
7718 1350 -83
1271 1126 82
6785 7339 -778
2216 2882 774
5943 4815 498
5861 2350 645
3739 3972 920
7256 543 431
5308 7011 -345
5042 7328 -498
8145 6805 391
8336 2452 852
4307 8695 -943
1353 1348 272
2651 8291 212
7380 3726 -547
3519 1974 635
4548 1034 817
739 7014 190
1518 6604 -640
3278 6652 921
6492 5843 711
2805 310 540
2557 2564 112
6594 4028 423
6248 1679 442
1470 6173 -708
1750 1695 -259
5473 2541 650
1299 7521 450
2229 4059 313
471 6548 300
7610 875 189
5898 6423 -833
668 3347 510
1460 1474 178
6947 1656 336
5960 3184 235
1702 267 -937
5738 410 -498
618 7590 540
5678 8604 -773
7870 1632 -807
8466 4003 -938
4874 4402 862
3298 1732 43
1036 2559 -187
4173 2729 139
6468 4209 446
3261 71 -349
7243 5738 640
3947 9015 132
6564 5522 746
8361 4127 -691
6569 4752 607
3447 2056 -706
1546 5551 -867
8294 4322 900
2185 2075 183
8491 2567 913
8493 3834 -642
7584 4718 402
8185 4086 817
2315 3162 -15
1617 1529 878
8936 336 -693
7646 4705 -642
5513 4387 94
3422 2783 -476
1588 8174 -479
1810 4776 -175
905 964 607
7761 2810 238
8030 4611 -170
7319 5191 363
6063 2142 -461
8916 7632 -512
6051 1882 -533
1235 7761 836
949 4446 -427
8278 5238 575
7535 7255 -264
2176 8583 -82
8231 4901 -572
7193 8822 -718
5526 5744 -165
6056 2038 755
4578 2443 -695
3895 2671 879
4714 8003 -885
1417 3153 -781
8184 4271 843
6615 8259 636
6583 5216 -797
1243 2698 91
6167 2018 -162
2055 3245 945
4095 7071 -897
1455 8580 141
1373 972 742
880 644 -541
8310 1758 238
1876 2677 -494
2660 2663 588
8872 8743 181
3962 146 93
6391 2719 985
4746 7845 635
6534 4247 -346
1814 8887 -813
3973 3377 46
2046 776 -256
7524 8293 1
5105 1494 531
5835 5311 -639
54 5395 -40
8513 8908 936
1394 6270 -518
2427 6719 308
8623 2432 -484
6132 4176 -172
4115 914 876
5139 2751 -478
1932 6433 -807
1540 8587 -222
6309 2414 761
8351 2175 -890
8542 1302 385
3004 8441 222
7746 6933 93
4109 15 364
8109 3268 -821
1363 8868 379
3513 3720 348
5064 3358 -444
6442 6862 299
5449 3874 -385
1236 8609 -332
3421 7501 326
901 2881 480
2237 16 763
1709 3854 -440
8755 5468 -94
1103 253 -269
7171 1251 679
3042 2956 -916
1819 2148 642
2839 3762 -254
7438 6294 480
8940 661 -373
7968 1887 80
7798 5518 793
8684 534 636
3942 3034 -608
4735 2966 192
5399 8305 -869
1186 1669 -579
5166 4151 615
8061 5143 54
6439 6809 -293
2964 3460 -528
4882 362 725
3061 6065 830
175 3065 601
2350 3404 -804
4085 802 521
8357 6672 -75
2522 4176 303
7841 2461 -3
6678 6457 -864
8918 6656 544
6623 4048 -922
695 7554 100
2568 5865 904
6604 4420 681
4452 7526 170
1038 6392 -40
2882 8414 -902
2883 6509 408
4527 6809 486
5624 8191 -516
3025 3171 -306
8176 281 -793
58 2127 324
7374 2935 -324
4063 2346 -440
4196 2402 238
6674 2516 350
7092 6232 -79
3865 3849 -76
6120 5311 -859
4360 1244 -910
1434 3079 944
5606 2649 -458
4883 4476 415
6845 3615 501
6463 133 400
1765 2593 412
7298 4569 -754
3166 8166 935
8624 6275 463
653 8794 378
3340 8825 -308
8257 4382 368
8668 4762 91
558 2003 505
1464 2109 -801
5098 8548 917
9027 6878 550
753 7393 -132
6267 4108 -504
2427 6598 -168
7893 5383 -787
2166 4292 -765
3045 3738 -246
3328 5324 574
5018 4817 -271
6987 8400 -522
7788 8279 -567
2088 3324 -454
8060 3374 937
5399 6758 -394
2574 556 213
3191 8933 -77
2529 8215 -245
4580 154 970
1286 560 631
1336 2008 635
2811 6077 -738
3282 8517 -642
2226 5551 66
5582 1271 -24
4006 2123 250
5274 2674 -558
5578 1866 555
3000 6989 -206
7837 7546 225
7491 6832 -614
5591 2464 612
1165 5957 596
6074 8358 378
2995 8304 921
3744 7459 -32
4132 769 755
8482 4029 -941
8644 1210 156
6799 5505 540
5361 5002 85
4958 7539 -77
5173 8845 168
7830 400 658
262 7184 164
1752 6391 863
6267 3895 504
161 2222 -968
22 6861 -1
4639 5527 -648
1838 7449 -598
3923 2716 -630
7075 209 547
6568 553 -719
6591 4634 150
3670 3463 111
6653 6948 343
8796 357 -360
849 7000 -456
6670 5193 354
4605 998 983
375 43 -494
1963 3352 -68
8858 3346 281
1334 7378 579
8421 826 -657
956 7864 -379
2609 8343 784
2795 1055 -72
3233 4776 705
3769 1512 315
8161 9025 -380
2953 1367 391
8742 4110 563
6740 1266 -453
2798 1099 -723
8611 3372 -96
1015 5149 -548
8851 4998 126
4888 3941 473
1419 6585 116
7653 8488 -761
8347 7569 358
7412 2437 -568
1942 1022 -379
1381 6217 -63
7646 1305 -717
5940 2336 100
2326 2961 -17
8848 1954 -619
2329 6823 306
3493 3998 986
6675 7531 -512
2051 579 209
3885 5625 914
5268 48 -451
6102 7756 -271
4624 473 673
1591 4820 499
6189 6113 -257
3010 554 -614
7327 7901 759
1650 2588 784
7543 5874 325
2905 2136 567
3981 6178 -121
2758 3189 316
4492 6565 977
3990 6545 458
6298 1153 -749
7218 2002 -966
1802 3976 885
456 256 452
3842 7975 -19
4918 1571 901
7221 2648 839
4572 5740 -146
5658 3229 -184
1749 1721 97
6216 6646 -729
630 8113 532
8441 2463 461
8374 5922 10
1398 3458 839
106 2926 -320
1759 21 135
5626 7192 -87
7158 2033 -797
2377 6918 -668
8495 1730 289
4019 6230 -984
5079 4569 -485
3834 8232 922
2561 8349 403
4305 644 -15
1249 7376 -537
6847 3660 -205
3737 4065 113
7220 462 910
6397 6860 -333
3614 580 -931
5436 5926 -287
4956 6866 916
6653 6814 -408
8691 5005 -284
1922 4779 -130
7837 2883 698
1902 3454 909
4934 193 -299
4494 7151 -951
315 7933 842
3914 6487 126
3378 4737 306
3556 7149 469
8784 3662 482
6017 1863 55
2674 4947 -435
7862 1880 -649
1742 8313 655
2572 5491 953
8083 7626 836
8331 5785 -267
1747 1729 318
8221 917 351
6745 1009 177
64 4082 -805
6571 8990 -36
4047 5985 818
5127 2149 915
6494 7628 916
4609 1855 -995
1282 4828 52
2446 6359 716
6984 8720 75
8590 2887 93
7913 3797 848
3999 3041 585
3501 3227 690
2157 1412 -558
6254 1192 827
2561 190 -908
3345 8646 -654
26 1010 -353
494 6478 100
8271 3410 136
2109 5168 786
4031 1298 -592
1126 786 -445
3216 8687 -362
4969 2366 -855
1711 7186 -310
671 3155 -29
6330 2455 -956
4264 4865 891
181 2607 -283
2081 7960 -349
5339 6473 13
2952 5953 -295
4623 1234 578
5854 1546 -313
338 8033 -479
2684 1457 -40
6866 5210 372
8697 2489 -385
3873 2531 858
4508 1539 -105
5348 2888 -393
880 8209 75
7248 5713 -941
5713 2420 878
6360 626 909
6651 4186 -95
2953 5731 585
8904 3662 521
2155 4741 176
4288 662 -769
4005 4314 -462
6654 6957 -547
3689 5281 953
8053 1547 -131
8177 8839 169
3004 8808 726
4920 2892 -729
289 4881 840
2104 3009 -152
5789 2782 -579
5369 2718 216
4559 7568 -221
8 6431 882
4380 1294 -736
7943 1326 313
1922 2321 558
7784 5641 205
8037 7148 203
6315 3326 541
5151 5917 -276
5774 7331 -722
8008 4749 825
8768 8789 900
2574 8581 555
7204 6453 -222
7789 2673 906
7251 8336 5
4367 679 -649
8522 4114 -624
8793 2571 840
551 576 -556
3139 8739 257
6268 5839 217
7548 505 -730
2604 1379 -617
836 324 -881
6352 975 546
803 5831 -7
5208 5879 190
3075 2625 383
6644 1048 204
6297 3136 785
1696 8630 -196
3141 8686 -340
2683 7415 618
2365 578 580
1410 1256 19
5508 115 -291
4818 369 800
9006 2722 117
7773 3819 133
7210 2497 -341
678 1379 328
5761 8079 -668
8060 673 -799
4259 8799 406
1637 7394 596
1593 5559 -96
5433 8884 855
8393 429 844
7793 1037 -324
8907 3973 -709
6961 930 932
7353 6743 -590
6671 7793 978
1499 149 544
2087 6800 -731
4370 569 -248
131 1478 325
5064 8775 -149
7368 229 735
8404 975 -109
152 3721 22
8745 735 602
6097 1696 236
4173 6619 654
3844 8677 52
4647 1772 159
2716 3643 -730
2898 553 -504
6024 7603 695
6198 8568 -651
3882 7623 -843
6929 5762 -610
3437 96 902
3697 8204 -487
1416 6138 335
5269 5902 719
6839 389 -918
755 4580 -880
6870 3944 186
5917 2236 947
5524 111 613
7935 2079 -126
650 3010 -416
1409 3400 -969
3179 6968 -262
5254 8063 -651
8405 2878 -145
4881 8078 -811
3640 7487 -274
2556 3886 -10
4748 8114 -751
1760 2131 -368
8065 2796 864
3513 6642 621
5061 4951 -433
7473 3936 157
1764 3513 -198
8416 6332 -461
5710 4867 -301
3573 5354 660
4345 2376 -179
4506 3119 -451
7422 8485 -896
8246 6709 -674
7965 2845 2
2312 1492 453
2198 5863 242
2035 7269 -516
951 7347 -789
3326 5415 -7
8807 344 164
6458 3393 73
1094 6089 -472
7670 260 -356
5518 3014 -374
1935 1478 482
1652 1535 -716
1419 2715 836
2929 3289 125
3199 4156 472
2378 1371 -121
2254 5734 239
8915 7516 -957
8174 4115 939
4227 2211 859
5555 2242 -83
6237 7725 149
5031 7836 144
3713 1871 -657
5840 760 261
2426 469 794
8109 1625 -13
7346 5824 -90
907 7869 301
2127 6815 -4
4931 8270 -506
3491 3826 63
722 6908 -613
5300 7006 433
2109 5612 -807
7345 7376 -398
6350 3816 923
355 5890 -718
8500 1419 208
6361 206 162
5886 8432 -347
3816 570 620
2992 5521 -255
3009 6920 789
4288 1994 494
3425 5091 389
5677 7217 -791
8073 8736 37
7645 6344 538
616 1737 177
6923 1936 400
4118 2873 756
544 4621 212
4977 6592 -647
9007 1687 583
3094 3502 208
2698 3103 -881
4199 818 -5
1969 1516 -334
6398 8904 -688
6036 4611 -709
6193 574 -122
2723 8381 -280
7998 8591 113
8407 3903 -971
6033 1066 -688
6397 5798 -12
5184 2659 -219
5089 5130 -419
4289 1803 829
8684 5299 809
6994 1940 -233
226 5685 621
1118 7571 677
6064 5806 -983
4563 606 -477
6392 928 175
3474 771 -389
77 1389 765
7220 3579 524
6734 1198 -585
2328 7147 -384
7187 402 829
8978 5792 -742
7902 7517 379
5234 2849 -280
7218 1796 -652
1048 4367 -135
1552 8406 -921
6712 5739 -127
4648 6022 -405
5808 1988 -316
7691 1103 -808
7838 3342 245
4352 6450 -603
2707 309 832
2838 4183 -539
855 5977 -108
7720 6089 891
8216 5059 45
6236 7625 164
8592 5652 -997
212 43 537
6510 8766 -438
428 4151 -155
4239 4412 645
1319 4835 991
1461 3404 26
3628 5365 -380
5073 8645 -468
1980 5378 -188
952 1788 -528
2570 7339 -666
3880 8262 881
4233 2231 -488
8543 648 -3
4752 8583 -324
4754 5832 946
1857 1618 823
7594 8818 208
1708 3281 -250
932 7999 -425
4698 5488 -210
6805 3554 -851
1922 2932 805
2172 5127 -685
3339 1054 972
4381 8860 -171
1821 2143 -268
179 7436 -983
8042 7682 21
7905 228 83
3648 2920 262
591 3659 947
6417 8424 -258
110 5241 -853
7914 1339 -937
7713 4383 -241
6015 3973 -781
7348 382 393
5270 1314 900
2497 3663 -853
7748 6316 680
6818 2468 580
6916 888 421
309 4114 136
3113 2673 704
1684 8355 992
8132 8708 -646
4872 7355 260
6929 432 -836
5017 4767 -7
769 3093 -163
6099 5876 -303
7422 6592 930
9019 592 524
8104 6630 242
7274 4385 362
2652 4512 129
2220 5047 436
1406 229 771
5717 747 -921
