909 2433
850 907 782
162 569 192
538 139 804
12 151 465
378 484 979
19 97 218
451 362 134
436 38 242
384 653 750
361 326 475
687 30 839
839 162 469
475 222 884
167 869 999
123 818 239
133 837 850
105 240 783
162 376 721
807 63 481
365 733 975
649 104 610
635 243 228
771 216 778
638 174 61
102 265 748
37 662 245
386 351 478
887 153 695
833 896 911
211 376 170
731 690 595
677 467 931
305 273 30
681 395 643
796 359 507
809 512 282
795 344 239
136 311 747
285 538 769
71 847 440
433 735 451
176 308 290
767 270 238
110 346 661
91 50 387
568 830 845
64 633 791
236 639 430
454 766 889
673 549 860
640 722 27
485 2 788
106 719 357
59 115 958
873 143 709
297 300 36
254 116 208
632 340 218
103 841 508
506 677 662
234 504 603
4 615 246
739 433 612
601 452 53
435 686 801
609 663 313
440 441 255
579 290 99
80 372 323
564 263 80
646 442 428
865 201 203
344 805 934
124 353 885
233 849 575
498 403 66
217 278 444
856 724 37
358 128 468
320 464 133
191 709 728
418 433 584
675 215 406
898 80 64
543 699 806
892 270 109
88 380 129
696 438 529
557 364 138
766 756 138
865 291 442
819 773 168
488 622 199
238 472 327
671 247 862
793 517 94
408 207 843
274 341 978
258 731 672
40 726 154
20 126 79
807 368 855
